"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","807776","16"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","68152","16"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","61360","16"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","66846","16"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","64092","16"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","68256","16"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","68180","16"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","69919","16"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","69400","16"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","68245","16"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","68559","16"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","67431","16"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","67336","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2010","794383","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","January","Data tabulated by year of occurrence","Final figure, complete","2010","67841","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","February","Data tabulated by year of occurrence","Final figure, complete","2010","61986","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","March","Data tabulated by year of occurrence","Final figure, complete","2010","65576","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","April","Data tabulated by year of occurrence","Final figure, complete","2010","65251","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","May","Data tabulated by year of occurrence","Final figure, complete","2010","67394","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","June","Data tabulated by year of occurrence","Final figure, complete","2010","65523","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","July","Data tabulated by year of occurrence","Final figure, complete","2010","69467","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","August","Data tabulated by year of occurrence","Final figure, complete","2010","67453","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","September","Data tabulated by year of occurrence","Final figure, complete","2010","67497","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","October","Data tabulated by year of occurrence","Final figure, complete","2010","67446","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","November","Data tabulated by year of occurrence","Final figure, complete","2010","63702","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","December","Data tabulated by year of occurrence","Final figure, complete","2010","65247","16"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2010","0","16"
"United Kingdom of Great Britain and Northern Ireland","2006","Total","January - March","Data tabulated by year of occurrence","Provisional figure","2006","178900","16"
"United Kingdom of Great Britain and Northern Ireland","2006","Total","April - June","Data tabulated by year of occurrence","Provisional figure","2006","185700","16"
"United Kingdom of Great Britain and Northern Ireland","2006","Total","July - September","Data tabulated by year of occurrence","Provisional figure","2006","190300","16"
"United Kingdom of Great Britain and Northern Ireland","2006","Total","October - December","Data tabulated by year of occurrence","Provisional figure","2007","188400","16"
"United Kingdom of Great Britain and Northern Ireland","2005","Total","January - March","Data tabulated by year of occurrence","Provisional figure","2005","173200","16"
"United Kingdom of Great Britain and Northern Ireland","2005","Total","April - June","Data tabulated by year of occurrence","Provisional figure","2005","179000","16"
"United Kingdom of Great Britain and Northern Ireland","2005","Total","July - September","Data tabulated by year of occurrence","Provisional figure","2005","190300","16"
"United Kingdom of Great Britain and Northern Ireland","2005","Total","October - December","Data tabulated by year of occurrence","Provisional figure","2005","180100","16"
"United Kingdom of Great Britain and Northern Ireland","2004","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2009","715996","16"
"United Kingdom of Great Britain and Northern Ireland","2004","Total","January","Data tabulated by year of occurrence","Final figure, complete","2009","57789","16"
"United Kingdom of Great Britain and Northern Ireland","2004","Total","February","Data tabulated by year of occurrence","Final figure, complete","2009","55112","16"
"United Kingdom of Great Britain and Northern Ireland","2004","Total","March","Data tabulated by year of occurrence","Final figure, complete","2009","59405","16"
"United Kingdom of Great Britain and Northern Ireland","2004","Total","April","Data tabulated by year of occurrence","Final figure, complete","2009","57668","16"
"United Kingdom of Great Britain and Northern Ireland","2004","Total","May","Data tabulated by year of occurrence","Final figure, complete","2009","58622","16"
"United Kingdom of Great Britain and Northern Ireland","2004","Total","June","Data tabulated by year of occurrence","Final figure, complete","2009","59908","16"
"United Kingdom of Great Britain and Northern Ireland","2004","Total","July","Data tabulated by year of occurrence","Final figure, complete","2009","62055","16"
